time,host,rtt,packet_loss
2025-03-23 13:24:53.688669,google.com,2.795696258544922,False
2025-03-23 13:24:54.191483,google.com,0.3972053527832031,False
2025-03-23 13:24:54.694242,google.com,0.48041343688964844,False
2025-03-23 13:24:55.197168,google.com,0.5321502685546875,False
2025-03-23 13:24:55.710601,bing.com,4.946708679199219,False
2025-03-23 13:24:56.216268,bing.com,3.6253929138183594,False
2025-03-23 13:24:56.722017,bing.com,3.4401416778564453,False
2025-03-23 13:24:57.227475,bing.com,3.4716129302978516,False
2025-03-23 13:24:58.013622,yahoo.com,174.38459396362305,False
2025-03-23 13:24:58.688380,yahoo.com,172.48177528381348,False
2025-03-23 13:24:59.363424,yahoo.com,172.44243621826172,False
2025-03-23 13:25:00.038227,yahoo.com,172.55759239196777,False
2025-03-23 13:25:03.684975,google.com,2.163410186767578,False
2025-03-23 13:25:04.187596,google.com,0.42748451232910156,False
2025-03-23 13:25:04.690687,google.com,0.6303787231445312,False
2025-03-23 13:25:05.193597,google.com,0.45228004455566406,False
2025-03-23 13:25:05.702768,bing.com,6.973028182983398,False
2025-03-23 13:25:06.208425,bing.com,3.596782684326172,False
2025-03-23 13:25:06.717891,bing.com,7.3699951171875,False
2025-03-23 13:25:07.224113,bing.com,3.864288330078125,False
2025-03-23 13:25:07.901354,yahoo.com,174.93653297424316,False
2025-03-23 13:25:08.575902,yahoo.com,172.39665985107422,False
2025-03-23 13:25:09.250451,yahoo.com,172.39665985107422,False
2025-03-23 13:25:09.925278,yahoo.com,172.49822616577148,False
2025-03-23 13:25:13.685379,google.com,2.474546432495117,False
2025-03-23 13:25:14.187913,google.com,0.4494190216064453,False
2025-03-23 13:25:14.690693,google.com,0.4146099090576172,False
2025-03-23 13:25:15.193222,google.com,0.5517005920410156,False
2025-03-23 13:25:15.702012,bing.com,6.542682647705078,False
2025-03-23 13:25:16.207873,bing.com,3.5004615783691406,False
2025-03-23 13:25:16.715963,bing.com,3.6771297454833984,False
2025-03-23 13:25:17.221803,bing.com,3.724813461303711,False
2025-03-23 13:25:17.901311,yahoo.com,177.46400833129883,False
2025-03-23 13:25:18.579348,yahoo.com,175.5692958831787,False
2025-03-23 13:25:19.257335,yahoo.com,175.68612098693848,False
2025-03-23 13:25:19.935308,yahoo.com,175.5826473236084,False
2025-03-23 13:25:23.687040,google.com,3.3125877380371094,False
2025-03-23 13:25:24.189792,google.com,0.4169940948486328,False
2025-03-23 13:25:24.692448,google.com,0.4284381866455078,False
2025-03-23 13:25:25.194934,google.com,0.33402442932128906,False
2025-03-23 13:25:25.750654,bing.com,5.9413909912109375,False
2025-03-23 13:25:26.256289,bing.com,3.610372543334961,False
2025-03-23 13:25:26.761928,bing.com,3.4689903259277344,False
